FECHA;H01;H02;H03;H04;H05;H06;H07;H08;H09;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24;TOTAL
23/10/2021;9,85;9,8;10,97;12,4;12,86;15,55;19,14;21,57;19,42;24,39;35,07;32,11;40,63;40,45;46,92;40,3;26,57;17,81;17,7;15,3;14,22;19,34;18,01;11,64;532,02
24/10/2021;11,56;10,1;12,25;12,79;12,57;14,07;15,8;14,8;28,71;36,76;34,62;37,86;36,54;40,03;38,83;38,46;36,7;21,01;22,98;22;16,48;12,56;11,15;10,92;549,55
25/10/2021;10,88;10,32;11,96;12,79;11,48;14,65;17,52;23,23;32,68;39,11;45,9;40,36;40,34;44,52;42,61;47,49;38,59;24,01;17,37;15,85;14,54;11,5;11,47;12,19;591,36
26/10/2021;15,03;10,45;11,21;11,68;11,94;14,32;17,63;18,61;31,3;31,44;28,66;40,17;34,29;43,01;41,6;38,23;22,47;18,94;21,48;21,58;15,9;14,77;12,43;12,32;539,46
27/10/2021;11,96;9,72;12,51;17,25;14,1;13,08;18,96;19,11;21,51;20,63;18,26;17,28;15,85;25,99;21,71;19,76;15,76;15,47;15,82;15,08;13,56;12,43;10,58;10,18;386,56
28/10/2021;9,56;9,15;11,33;11,59;11,98;13,3;18,85;24,83;33,53;41,73;40,77;43,6;38,27;45,79;34,22;41,24;41,99;25,12;21,49;17,22;16,18;14,96;12,84;13,31;592,85
29/10/2021;13,76;11,25;3,69;0,06;0,04;0,04;0,04;19,36;19,55;29,19;36;41,11;30,59;29,02;25,16;19,07;18,89;18,45;19,58;18,95;19,38;25,73;22,95;18,29;440,15
30/10/2021;13,27;12,49;13,32;13,66;15,9;16,82;19,64;20,05;27,12;26,48;19,04;22,28;24,37;28,51;23,89;26,14;18,84;25,65;27,75;16,42;15,19;15,85;13,93;12,16;468,77
31/10/2021;10,7;11,47;11,53;14,16;13,57;15,83;17,48;14,33;19;17,17;18,96;20,19;28,27;43,21;38,95;27,35;17,77;16,75;20,16;16,34;15,85;15,75;16,42;16,76;457,97
MATRIZ DE ENERGIA REACTIVA (ID:SAN PEDRO);;;;;;;;;;;;;;;;;;;;;;;;;
1/10/2021;10,38;10,62;9,85;6,53;7,34;7,3;4,73;7,34;7,39;6,04;6,33;9,05;9,1;13,71;14,3;10,92;12,89;13,34;12,46;9,01;8,53;8,28;8,13;7,63;221,2
2/10/2021;8,11;11,15;10,89;10,31;6,27;5,96;4,73;5,65;5,08;5,69;7,57;6,3;2,71;8,71;9,52;8,06;7,84;9,9;9,46;8,07;8,77;6,2;7,88;7,1;181,93
3/10/2021;6,05;5,93;6,04;5,94;5,92;5,92;4,87;4,99;5,23;6,71;8,72;11,65;10,25;9,56;6,36;5,19;6,64;8,78;11,21;12,01;12,46;9,57;8,53;7,54;186,07
4/10/2021;6,83;7,07;9,03;6,07;6,07;6,17;6,95;7,93;7,87;8,58;7,56;6,92;10,27;12,24;10,59;9,99;10,16;6,6;11,77;12,2;8,81;6,36;7,39;7,01;200,44
5/10/2021;6,36;6,07;9,65;6,88;6,62;7,06;4,8;4,73;7,83;5,63;3,06;5,49;2,24;4,83;11,19;9,59;5,68;7,72;9,43;8,72;6,59;7,22;8,18;8,28;163,85
6/10/2021;7,56;7,23;10,42;7,27;6,25;6,71;5,41;7,08;6,17;6,73;7,51;7,39;6,17;7,21;6,08;7,79;7,19;6,5;6,41;6,61;9,02;8,14;6,93;6,72;170,5
7/10/2021;6,95;6,57;6,3;7,38;7,95;7,28;6,02;5,3;4,43;3,81;5,24;5,37;7,94;11,97;11,86;7,07;6,04;4,6;6,59;8,21;8,91;9,48;9,36;8,87;173,5
8/10/2021;11,24;10,99;10,68;9,09;6,05;7,26;6,88;7,89;5,61;8,5;7,28;6,91;10,08;12,84;10,74;10,6;7,47;7,74;13,16;10,69;8,67;8,5;7,74;5,89;212,5
9/10/2021;6,48;7,13;7,95;7,4;7,52;7,76;6,52;5,17;8,98;10,64;6,44;2,94;6,4;6,18;7,15;6,45;4,99;3,77;6,75;6,35;7,6;6,64;9,5;9,33;166,04
10/10/2021;7,67;7,63;6,93;6,92;7,08;7,35;6,23;6,5;7,59;6,39;7,79;8,35;7,8;7,22;7,19;8,67;5,18;7,74;8,6;6,97;7,37;8,32;8,77;8,86;179,12
11/10/2021;9,04;5,6;7,92;5,89;0;0;1,09;6,82;7,01;7,38;5,73;11,01;12,68;11,91;12,5;8,64;9,64;9,74;13,21;13,26;12,56;12,68;10,25;7;201,56
12/10/2021;7,19;7,33;9,11;7,4;7,11;6,86;5,93;8,05;6,23;6,03;3,33;9,44;11,64;9,35;9,49;9,88;8,23;5,47;6,68;11,68;12,56;8,73;6,92;6,64;191,28
13/10/2021;7,45;8,65;8,13;7,4;7,51;7,02;6,31;6,96;7,72;10,29;9,6;8,35;8,9;5,87;8,49;8,69;8,39;5,75;7,19;6,95;7,96;7,22;7,19;7,28;185,27
14/10/2021;7,44;7,48;7,9;11,33;8,04;8,93;7,78;2,66;5,62;5,23;5,98;8,43;11,59;9,8;8,53;4,8;6,84;11,32;15,66;15,11;9,86;9,81;10,13;7,72;207,99
15/10/2021;7,58;7,5;9,3;9,94;9,55;7,03;6,14;9,13;8,73;8,86;7,21;7,92;10,23;8,02;8,22;6,78;7,07;7,28;13,72;14,42;10,75;6,48;9,03;9,43;210,32
16/10/2021;8,17;7,46;7,82;12,06;8,26;8,31;6,83;7,37;5,97;5,59;5,69;9,42;4,71;5,1;5,03;6,18;5,14;10,74;13,08;12,6;8,11;7,47;8,66;10,11;189,88
17/10/2021;8,31;8,07;10,58;15;8,35;8,59;8,25;9,1;9,23;8,15;8,06;3,4;3,55;8,58;15,31;13,05;8,06;7,81;8,68;9,03;8,58;7,71;6,83;7,12;209,4
18/10/2021;7,77;7,82;9,3;9,58;9,31;9,05;9,16;8,03;6,37;7,5;7,54;7,47;7,24;5,47;12,72;9,86;6;7,71;8,58;9,43;8,48;6,23;6,85;6,64;194,11
19/10/2021;6,92;7,5;10,96;11,81;7,18;6,38;5,26;7,62;6,38;8,61;7,8;4,54;2,04;4,28;5,03;3,14;5,59;4,59;12,77;13,61;8,05;7,22;6,92;7,51;171,71
20/10/2021;7,99;7,95;8,01;9,79;9,49;7,24;5,7;8,47;8,43;6,09;3,6;5,2;8,72;6,46;8,37;6,07;7,46;8,67;8,49;9,03;9,44;6,77;6,68;5,15;179,27
21/10/2021;6,88;7,11;9,15;10,97;9,38;8,72;7,77;9,9;7,52;4,63;3,74;5,03;6,08;6,83;7,73;3,51;3,98;5,69;9,39;11,83;12,75;8,78;9,38;9,12;185,87
22/10/2021;10,26;8,89;7,88;7,89;7,56;6,88;6,26;8,44;6,34;6,06;3,58;2,12;3,18;3,45;3,2;3,73;9,02;13,13;9,04;7,61;6,45;6,69;7,05;6,84;161,55
23/10/2021;9,14;9,09;9,21;9,12;8,91;9,41;8,33;6,58;5,61;5,38;1,62;2,79;3,65;2,46;2,88;3,22;4,09;10,35;10,08;9,54;9,33;12,21;11,48;8;172,48
24/10/2021;8,28;7,78;7,79;7,89;6,68;7,33;7,21;8,4;3,06;1,74;1,4;2,9;2,54;3,06;3,05;3,8;4,4;7,25;13,82;13,76;10,24;7,76;7,66;7,71;155,51
25/10/2021;7,88;8,03;7,88;8,01;7,32;7,93;7,19;4,27;1;0,62;2,13;1,91;1,67;2,94;3,28;3,92;2,79;6,9;5,38;4,86;4,03;2,1;2,46;3,01;107,51
26/10/2021;3,77;1,63;1,57;1,68;1,55;1,42;1,39;2,35;0,64;0,51;0,28;1,33;0,37;1,42;1,1;1,41;2,51;4,94;7,65;8,9;6,41;4,55;3,78;3,7;64,86
27/10/2021;3,38;1,9;2,01;5,01;2,15;1,4;1,79;2,86;2,59;4,09;4,03;3,18;2,59;2,78;1,08;0,92;0,88;0,85;0,75;1,08;0,12;0,02;0,13;0,02;45,61
28/10/2021;0;0;0,01;0,1;0,01;0,02;0,22;1,69;1,58;0,07;0,25;0,44;0,25;0,9;0,39;0,88;1,25;0,72;0,79;1,83;2,16;2,57;1,2;1,57;18,9
29/10/2021;2,33;1,43;0,26;0;0;0;0;0,31;0,94;0,56;0,66;0,13;0,13;0,3;1,4;2,97;3,56;3,28;4,43;4,62;5,72;8,66;6,73;3,44;51,86
30/10/2021;1,87;1,77;1,11;1,12;1,76;1,12;1,54;1,76;0,3;1,21;1,33;1,78;0,72;1,52;1,9;1,46;3,29;5,92;6,24;1,53;1,33;3,21;2,22;0,8;46,81
31/10/2021;0,68;0,92;0,97;1,36;1,35;1,53;0,91;0,86;2,7;3,65;5,41;2,85;0,12;0,19;0,1;0,21;1,44;2,07;2,51;2,18;2,39;2,96;3,53;4,58;45,47
MATRIZ DE FACTOR DE POTENCIA (ID:SAN PEDRO);;;;;;;;;;;;;;;;;;;;;;;;;
1/10/2021;0,88;0,88;0,88;0,88;0,86;0,91;0,95;0,93;0,96;0,98;0,97;0,97;0,96;0,95;0,95;0,96;0,92;0,87;0,88;0,88;0,85;0,89;0,86;0,86;21,88
2/10/2021;0,87;0,86;0,87;0,88;0,89;0,92;0,96;0,94;0,98;0,98;0,98;0,98;1;0,97;0,97;0,97;0,95;0,92;0,94;0,95;0,9;0,91;0,86;0,86;22,31
3/10/2021;0,9;0,89;0,89;0,9;0,9;0,93;0,95;0,95;0,97;0,96;0,96;0,94;0,95;0,96;0,97;0,98;0,96;0,93;0,91;0,9;0,86;0,88;0,85;0,83;22,12
4/10/2021;0,83;0,88;0,88;0,89;0,9;0,93;0,92;0,93;0,97;0,97;0,97;0,98;0,93;0,96;0,97;0,95;0,92;0,94;0,89;0,89;0,86;0,91;0,86;0,86;21,99
5/10/2021;0,88;0,91;0,87;0,89;0,88;0,91;0,95;0,97;0,94;0,97;0,99;0,98;1;0,99;0,96;0,95;0,97;0,9;0,87;0,88;0,89;0,89;0,86;0,84;22,14
6/10/2021;0,85;0,88;0,87;0,88;0,88;0,91;0,94;0,93;0,97;0,97;0,96;0,93;0,94;0,94;0,95;0,92;0,89;0,88;0,91;0,91;0,85;0,89;0,87;0,85;21,77
7/10/2021;0,82;0,88;0,88;0,85;0,85;0,91;0,93;0,95;0,97;0,99;0,98;0,98;0,98;0,97;0,96;0,98;0,96;0,97;0,95;0,9;0,84;0,86;0,83;0,82;22,01
8/10/2021;0,82;0,84;0,87;0,87;0,88;0,89;0,91;0,9;0,97;0,96;0,96;0,96;0,95;0,93;0,95;0,93;0,94;0,91;0,88;0,89;0,87;0,88;0,88;0,89;21,73
9/10/2021;0,86;0,84;0,85;0,85;0,84;0,9;0,92;0,95;0,9;0,86;0,93;1;0,97;0,97;0,96;0,96;0,97;0,95;0,9;0,91;0,87;0,91;0,84;0,82;21,73
10/10/2021;0,82;0,8;0,83;0,87;0,84;0,88;0,91;0,87;0,89;0,95;0,95;0,96;0,95;0,98;0,97;0,94;0,95;0,87;0,87;0,89;0,86;0,87;0,84;0,82;21,38
11/10/2021;0,84;0,8;0,81;0,85;1;1;0,95;0,92;0,94;0,94;0,96;0,93;0,89;0,93;0,91;0,9;0,86;0,85;0,87;0,89;0,86;0,88;0,86;0,84;21,48
12/10/2021;0,8;0,82;0,81;0,85;0,86;0,89;0,94;0,93;0,98;0,98;0,99;0,97;0,94;0,96;0,96;0,95;0,95;0,96;0,94;0,91;0,88;0,89;0,85;0,87;21,88
13/10/2021;0,8;0,77;0,82;0,86;0,86;0,89;0,93;0,93;0,95;0,93;0,95;0,96;0,96;0,98;0,96;0,96;0,95;0,95;0,91;0,91;0,89;0,89;0,86;0,82;21,69
14/10/2021;0,81;0,81;0,84;0,85;0,86;0,87;0,92;0,99;0,98;0,99;0,99;0,98;0,97;0,98;0,98;0,99;0,96;0,86;0,86;0,88;0,84;0,84;0,8;0,81;21,66
15/10/2021;0,79;0,8;0,81;0,8;0,83;0,9;0,93;0,9;0,96;0,97;0,99;0,98;0,97;0,98;0,97;0,98;0,96;0,94;0,87;0,87;0,87;0,88;0,81;0,77;21,53
16/10/2021;0,81;0,81;0,82;0,83;0,82;0,86;0,91;0,91;0,97;0,98;0,98;0,91;0,98;0,98;0,98;0,96;0,96;0,84;0,84;0,86;0,86;0,83;0,82;0,76;21,28
17/10/2021;0,79;0,75;0,78;0,8;0,81;0,84;0,88;0,83;0,87;0,88;0,88;0,99;0,98;0,94;0,84;0,84;0,9;0,87;0,86;0,87;0,85;0,83;0,85;0,83;20,56
18/10/2021;0,77;0,78;0,79;0,76;0,76;0,87;0,89;0,93;0,97;0,91;0,93;0,92;0,97;0,99;0,96;0,97;0,97;0,9;0,86;0,89;0,88;0,89;0,84;0,85;21,25
19/10/2021;0,83;0,8;0,81;0,84;0,86;0,9;0,95;0,92;0,97;0,94;0,97;0,97;1;0,99;0,99;0,99;0,97;0,97;0,89;0,88;0,88;0,88;0,86;0,81;21,87
20/10/2021;0,76;0,8;0,82;0,83;0,8;0,9;0,94;0,89;0,94;0,98;0,99;0,98;0,95;0,98;0,94;0,98;0,91;0,86;0,88;0,9;0,84;0,86;0,85;0,83;21,41
21/10/2021;0,84;0,81;0,84;0,84;0,81;0,86;0,91;0,88;0,94;0,98;0,99;0,99;0,98;0,98;0,98;0,99;0,99;0,96;0,87;0,9;0,86;0,83;0,8;0,76;21,59
22/10/2021;0,71;0,77;0,79;0,81;0,83;0,88;0,93;0,9;0,96;0,97;0,99;1;1;1;1;1;0,93;0,86;0,88;0,87;0,89;0,85;0,84;0,83;21,49
23/10/2021;0,73;0,73;0,77;0,81;0,82;0,86;0,92;0,96;0,96;0,98;1;1;1;1;1;1;0,99;0,86;0,87;0,85;0,84;0,85;0,84;0,82;21,46
24/10/2021;0,81;0,79;0,84;0,85;0,88;0,89;0,91;0,87;0,99;1;1;1;1;1;1;1;0,99;0,95;0,86;0,85;0,85;0,85;0,82;0,82;21,82
25/10/2021;0,81;0,79;0,84;0,85;0,84;0,88;0,93;0,98;1;1;1;1;1;1;1;1;1;0,96;0,96;0,96;0,96;0,98;0,98;0,97;22,69
26/10/2021;0,97;0,99;0,99;0,99;0,99;1;1;0,99;1;1;1;1;1;1;1;1;0,99;0,97;0,94;0,92;0,93;0,96;0,96;0,96;23,55
27/10/2021;0,96;0,98;0,99;0,96;0,99;0,99;1;0,99;0,99;0,98;0,98;0,98;0,99;0,99;1;1;1;1;1;1;1;1;1;1;23,77
28/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,99;0,99;0,99;1;0,99;23,96
29/10/2021;0,99;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;0,99;0,98;0,98;0,98;0,97;0,96;0,95;0,96;0,98;23,73
30/10/2021;0,99;0,99;1;1;0,99;1;1;1;1;1;1;1;1;1;1;1;0,99;0,97;0,98;1;1;0,98;0,99;1;23,88
31/10/2021;1;1;1;1;1;1;1;1;0,99;0,98;0,96;0,99;1;1;1;1;1;0,99;0,99;0,99;0,99;0,98;0,98;0,96;23,8
MATRIZ DE ENERGIA PENALIZADA (ID:SAN PEDRO);;;;;;;;;;;;;;;;;;;;;;;;;
1/10/2021;0,6;0,84;0,76;0,59;1,08;0;0;0;0;0;0;0;0;0;0;0;0;1,78;0,7;0,57;1,56;0,34;1,2;1,2;11,22
2/10/2021;1,01;1,78;1,26;0,74;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,28;1,07;7,17
3/10/2021;0;0,04;0,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,18;0,76;1,76;1,9;6,73
4/10/2021;1,79;0,47;0,84;0,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,36;0,27;1,4;0;1,28;1,19;7,83
5/10/2021;0,53;0;0,95;0,32;0,47;0;0;0;0;0;0;0;0;0;0;0;0;0;1,14;0,74;0,27;0,34;1,43;1,96;8,15
6/10/2021;1,36;0,55;1,09;0,57;0,41;0;0;0;0;0;0;0;0;0;0;0;0,33;0,35;0;0;1,67;0,01;0,84;1,2;8,38
7/10/2021;1,95;0,48;0,48;1,52;1,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,09;1,34;2,36;2,41;14,2
8/10/2021;3,11;2,47;1,23;1,14;0,51;0,17;0;0;0;0;0;0;0;0;0;0;0;0;1,1;0,47;0,89;0,47;0,58;0,28;12,42
9/10/2021;0,99;1,65;1,5;1,49;1,63;0;0;0;0;1,59;0;0;0;0;0;0;0;0;0;0;0,84;0;2,28;2,64;14,61
10/10/2021;2,22;2,52;1,7;0,84;1,69;0,55;0;0,76;0,3;0;0;0;0;0;0;0;0;0,95;1,05;0,02;1,05;1,07;2,12;2,41;19,25
11/10/2021;2,04;1,88;2,38;1,16;0;0;0;0;0;0;0;0;0,37;0;0;0;1,44;1,78;1,3;0,63;1,74;1,19;1,56;1,6;19,07
12/10/2021;2,46;2,14;2,75;1,53;1,03;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,67;0,42;1,32;0,7;13,04
13/10/2021;2,48;3,37;2,3;1,3;1,18;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32;0;1,12;2,06;14,33
14/10/2021;2,28;2,24;1,74;2,11;1,28;1,02;0;0;0;0;0;0;0;0;0;0;0;1,75;2,48;1,18;2,14;2,2;3,41;2,48;26,31
15/10/2021;2,76;2,55;2,81;3,32;2,55;0;0;0;0;0;0;0;0;0;0;0;0;0;1,63;1,73;1,28;0,59;2,7;3,74;25,66
16/10/2021;2,62;2,32;2,14;3,18;2,32;1,24;0;0;0;0;0;0;0;0;0;0;0;2,29;3,01;2,19;1,3;1,88;2,46;4,13;31,08
17/10/2021;2,99;3,51;3,94;4,9;2,56;1,85;0,59;2,21;1,16;0,76;0,52;0;0;0;3,3;2,88;0;0,76;1,52;1,01;1,7;2,01;1,2;1,88;41,25
18/10/2021;3,03;2,95;3,31;3,91;3,85;1,22;0,4;0;0;0;0;0;0;0;0;0;0;0;1,37;0,3;0,68;0,28;1,53;1,33;24,16
19/10/2021;1,86;2,43;3,27;2,8;1,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0,61;0,88;0,62;0,66;1,06;2,41;17,84
20/10/2021;3,27;2,62;2,29;2,59;3,07;0;0;0,05;0;0;0;0;0;0;0;0;0;1,34;0,64;0;2,03;0,98;1,22;1,31;21,41
21/10/2021;1,48;2,22;2,12;2,45;3,01;1,25;0;0,78;0;0;0;0;0;0;0;0;0;0;1,12;0;2,22;2,27;3,2;3,72;25,84
22/10/2021;5,07;3,52;2,87;2,35;1,82;0,41;0;0;0;0;0;0;0;0;0;0;0;2,02;0,61;1,01;0,3;1,24;1,61;1,7;24,53
23/10/2021;4,22;4,19;3,72;2,92;2,48;1,63;0;0;0;0;0;0;0;0;0;0;0;1,45;1,23;1,89;2,22;2,54;2,47;2,18;33,14
24/10/2021;2,5;2,73;1,66;1,49;0,39;0,3;0;1;0;0;0;0;0;0;0;0;0;0;2,33;2,76;2;1,48;2,09;2,25;22,98
25/10/2021;2,44;2,87;1,9;1,62;1,58;0,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,02
26/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MATRIZ DE ENERGIA CAPACITIVA (ID:SAN PEDRO);;;;;;;;;;;;;;;;;;;;;;;;;
MATRIZ DE ENERGIA ACTIVA (ID:SAN ANTONIO);;;;;;;;;;;;;;;;;;;;;;;;;
1/10/2021;16,07;15,79;16,32;15,81;18,43;20,44;29,05;33,2;34,6;39,85;45,41;57,71;65,43;65,24;63,04;59,47;49,48;33,23;22,84;19,71;19,94;19,67;17,75;17,25;795,73
2/10/2021;16,58;14,69;14,47;14,44;14,42;17,87;26,09;28,43;28,2;42,06;47,78;55,61;56;58,2;59,92;59,87;48,6;31,76;23,58;21,52;20,54;20,66;22,29;19,53;763,11
3/10/2021;15,81;14,62;14,23;14,25;16,73;18,02;28,34;32,06;35,91;48,04;56,12;60,21;59,23;59,61;58,62;59,55;46,49;34,85;19,8;15,85;18,01;21,85;19,68;21,19;789,07
4/10/2021;20,81;19,35;18,33;15,28;18,18;19,72;25,02;28,38;40,38;52,79;45,47;54,08;55,94;55,8;61,14;62,12;51,41;34,16;21,38;17,9;19,75;15,47;14,68;17,14;784,68
5/10/2021;15,64;14,63;14,84;13,93;15,05;19,32;26,85;25,81;27,54;29,18;35,13;48,4;49,34;44,74;49,51;44,13;35,43;26,66;23,71;19,61;19,29;16,43;14,8;14,72;644,69
6/10/2021;15,35;14,47;14,88;14,4;16,08;18,91;24,62;24,23;31,59;44,54;45,15;36,41;41,92;26,96;6,05;32,25;24,24;18,11;15,93;16,43;17,23;15,95;15,52;14,64;545,86
7/10/2021;13,77;13,61;14,31;14,56;16,17;18,68;26,23;27,66;23,35;31,82;39,2;51,74;58,6;61,88;61,62;59,26;44,87;28,26;17;14,47;18,05;16,22;14,69;16,41;702,43
8/10/2021;16,34;15,34;14,87;14,63;14,95;18,89;31,69;35,44;37,22;48,24;50,03;52,9;53,11;44,34;58,03;52,2;39,29;24,81;19,65;16,43;15,51;19,92;19,68;17,41;730,92
9/10/2021;14,83;13,75;3,1;0,01;0,01;0,01;0,01;0,01;2,92;0,24;0;5,22;53,5;54,74;43,25;45,06;36,43;23,14;19,49;15,58;16,1;13,83;13,54;13,66;388,43
10/10/2021;13,98;12,82;13,65;13,72;13,48;17,13;32,74;34,79;27,49;34,16;39,54;43,59;50,66;49,86;48,82;43,95;25,42;20,38;20,96;15,88;15,95;19,27;15,48;0;623,72
11/10/2021;0;0;0;0;0;0;0;0;0;0;0,01;0,01;18,41;23,06;27,93;43,5;25,16;20,17;20,74;15,72;15,79;19,07;15,32;0;244,89
12/10/2021;0;0;0;0;0;0;0;0;0;0;0,01;0,01;18,59;23,29;28,21;43,94;25,41;20,37;20,95;15,88;15,95;19,26;15,47;0;247,34
13/10/2021;0;0;0;0;0;0;0;0;0;0;0,01;0,01;18,78;23,52;28,49;44,38;25,66;20,57;21,16;16,04;16,11;19,45;15,62;0;249,8
14/10/2021;0;0;0;0;0;0;0;0;0;0;0,01;0,01;18,97;23,76;28,77;44,82;25,92;20,78;21,37;16,2;16,27;19,64;15,78;0;252,3
15/10/2021;19,4;17,96;17,55;17,12;17,38;22,03;26,08;27,01;31,16;39,46;44,79;49,81;48,39;51,31;51,21;47,92;40,21;31,66;23,58;20,16;20,03;20,72;20,61;20,51;726,06
16/10/2021;19,54;18,79;17,89;17,76;19,69;23,07;26,95;28,57;28,81;37,34;44,8;50,18;54,52;53,28;52,18;50,26;43,13;33,8;25,43;22,66;22,08;20,74;20,21;20,29;751,97
17/10/2021;19,39;18,12;17,7;17,27;18,61;20,05;23,39;24,42;28,84;36,17;40,47;45,05;49,69;50,93;49,67;47,11;39,28;28,91;22,26;20,04;20,15;19,95;19,73;19,87;697,07
18/10/2021;16,72;15,84;15,91;15,57;15,75;18,27;21,86;21,26;21,48;30,99;38,91;46,44;49,38;48,66;49,72;45,9;39,09;29,17;21,75;19,48;19,52;18,94;19,19;19,77;659,57
19/10/2021;18,42;16,87;16,42;16,16;16,77;19,76;22,99;25,29;28,45;35,24;40,79;46,23;49,46;46,85;44,89;43,79;39,19;29,13;23,39;20,3;20,39;19,65;20,05;20,07;680,55
20/10/2021;19,13;18,09;17,91;16,99;16,82;19,8;24,74;28,31;30,05;36,89;44,77;49,68;49,11;50,72;47,97;46,37;40,91;33,26;24,75;20,98;21,1;20,27;20,2;20,57;719,39
21/10/2021;20,15;19,52;18,72;18,31;18,5;21,63;26,01;28,78;32,85;40,29;44,03;49,89;47,81;49,46;48,56;45,95;40,08;32,74;24,57;20,93;21,45;21,05;20,44;19,82;731,54
22/10/2021;19,4;17,96;17,55;17,12;17,38;22,03;26,08;27,01;31,16;39,46;44,79;49,81;48,39;51,31;51,21;47,92;40,21;31,66;23,58;20,16;20,03;20,72;20,61;20,51;726,06
23/10/2021;19,54;18,79;17,89;17,76;19,69;23,07;26,95;28,57;28,81;37,34;44,8;50,18;54,52;53,28;52,18;50,26;43,13;33,8;25,43;22,66;22,08;20,74;20,21;20,29;751,97
24/10/2021;19,39;18,12;17,7;17,27;18,61;20,05;23,39;24,42;28,84;36,17;40,47;45,05;49,69;50,93;49,67;47,11;39,28;28,91;22,26;20,04;20,15;19,95;19,73;19,87;697,07
25/10/2021;19,2;18,6;18,7;18,65;19,82;23,63;26,79;29,34;32,35;35,86;42,02;50,33;54,33;55,11;50,76;48,86;46,44;35,98;25,41;21,55;21,4;19,57;19,22;19,37;753,29
26/10/2021;18,42;16,87;16,42;16,16;16,77;19,76;22,99;25,29;28,45;35,24;40,79;46,23;49,46;46,85;44,89;43,79;39,19;29,13;23,39;20,3;20,39;19,65;20,05;20,07;680,55
27/10/2021;19,13;18,09;17,91;16,99;16,82;19,8;24,74;28,31;30,05;36,89;44,77;49,68;49,11;50,72;47,97;46,37;40,91;33,26;24,75;20,98;21,1;20,27;20,2;20,57;719,39
28/10/2021;20,15;19,52;18,72;18,31;18,5;21,63;26,01;28,78;32,85;40,29;44,03;49,89;47,81;49,46;48,56;45,95;40,08;32,74;24,57;20,93;21,45;21,05;20,44;19,82;731,54
29/10/2021;19,4;17,96;17,55;17,12;17,38;22,03;26,08;27,01;31,16;39,46;44,79;49,81;48,39;51,31;51,21;47,92;40,21;31,66;23,58;20,16;20,03;20,72;20,61;20,51;726,06
30/10/2021;19,54;18,79;17,89;17,76;19,69;23,07;26,95;28,57;28,81;37,34;44,8;50,18;54,52;53,28;52,18;50,26;43,13;33,8;25,43;22,66;22,08;20,74;20,21;20,29;751,97
31/10/2021;19,39;18,12;17,7;17,27;18,61;20,05;23,39;24,42;28,84;36,17;40,47;45,05;49,69;50,93;49,67;47,11;39,28;28,91;22,26;20,04;20,15;19,95;19,73;19,87;697,07
MATRIZ DE ENERGIA REACTIVA (ID:SAN ANTONIO);;;;;;;;;;;;;;;;;;;;;;;;;
1/10/2021;1,08;1,31;1,4;1,49;2,98;1,02;5,14;7,66;8,81;10,76;14,04;20,1;25,26;25,61;24,39;19,29;11,98;1,91;4,37;3,67;3,58;1,8;2,18;1,05;200,88
2/10/2021;0,88;0;0;0,08;0,02;0,01;0,44;0,02;0,17;5,19;12,27;17,66;17,47;18,83;21,3;18,35;11,39;1,29;3,45;4,8;3,45;4,38;6,19;4,36;152
3/10/2021;1,04;0,02;0,01;0,01;1,74;0,31;0,9;0,2;0,47;11,03;18,65;20,97;20,08;20,04;20,61;19,28;11,32;3,33;2,04;0,46;1,01;5,87;4,6;6,19;170,18
4/10/2021;5,7;4,87;4,08;0,63;1,45;0,76;1,17;1,46;1,72;13,6;10,67;17,05;19,24;16,64;21,24;20,89;14,45;2,21;2,62;2,42;2,89;0,01;0,24;2,61;168,62
5/10/2021;0,92;0,36;1,4;0,01;0,1;0,17;3,15;4,13;5,47;4,78;2,5;11,16;13,41;9,55;14,93;6,08;0,86;2,83;6,08;4,05;3,48;0,67;0,07;0,03;96,19
