FECHA;H01;H02;H03;H04;H05;H06;H07;H08;H09;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24;TOTAL
10/10/2021;0;0;0;0;0;0,13;0,55;0;0,32;0,8;0,11;0,09;1,69;2,42;1,65;0,87;0,22;0,31;0;0;0;0;0;0;9,16
11/10/2021;0;0;0;0;0;0;0,04;0,01;0,36;0,08;0,01;0,19;0,41;0,22;0,08;0,47;0,09;0,72;0;0;0;0;0;0;2,68
12/10/2021;0;0,01;0;0;0;0,04;0,11;0,1;0,58;0,74;0,14;1,81;7,05;4,46;4,86;0,62;0,17;0,34;0;0;0;0;0;0;21,03
13/10/2021;0;0;0;0;0;0;0,07;0,04;0,3;0;0;0,01;0,01;0;0,77;0,28;0,01;0;0,01;0;0;0;0;0;1,5
14/10/2021;0;0;0;0;0;0;0;0;0,02;0,04;0,8;0,4;1,62;4,05;4,03;1,61;0;0;0;0;0;0;0;0;12,57
15/10/2021;0;0;0;0;0;0;0;0;0,01;0,02;0,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09
16/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0,03
17/10/2021;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01
18/10/2021;0;0;0;0;0;0;0;0;0;0;0,15;0,55;1,05;1,48;0,31;0,02;0;0;0;0;0;0;0;0;3,56
19/10/2021;0;0;0;0;0;0;0;0;0,01;0;0,09;0,38;2,51;1;0,04;0,14;0;0;0;0;0;0;0;0;4,17
20/10/2021;0;0;0,01;0;0;0,05;0,39;0,03;0,16;1,14;2,39;5,99;2,98;7,09;11,81;2,07;0,1;0,77;0;0,01;0;0;0;0;34,99
21/10/2021;0,01;0;0;0;0;0;0,02;0;0,22;1,69;5,86;2,87;6,28;3,55;2,26;1,87;0,49;0,67;0;0;0;0;0;0,01;25,8
22/10/2021;0,01;0;0;0;0;0,01;0,31;0,4;0,13;0,06;0,01;1,42;7,73;5,99;7,47;0,43;0,18;0,58;0,04;0;0;0;0;0;24,77
23/10/2021;0;0;0;0;0;0,13;0,55;0;0,32;0,8;0,11;0,09;1,69;2,42;1,65;0,87;0,22;0,31;0;0;0;0;0;0;9,16
24/10/2021;0;0;0;0;0;0;0,04;0,01;0,36;0,08;0,01;0,19;0,41;0,22;0,08;0,47;0,09;0,72;0;0;0;0;0;0;2,68
25/10/2021;0;0,01;0;0;0;0,04;0,11;0,1;0,58;0,74;0,14;1,81;7,05;4,46;4,86;0,62;0,17;0,34;0;0;0;0;0;0;21,03
26/10/2021;0;0;0;0;0;0;0,07;0,04;0,3;0;0;0,01;0,01;0;0,77;0,28;0,01;0;0,01;0;0;0;0;0;1,5
27/10/2021;0;0;0;0;0;0;0;0;0,02;0,04;0,8;0,4;1,62;4,05;4,03;1,61;0;0;0;0;0;0;0;0;12,57
28/10/2021;0;0;0;0;0;0;0;0;0,01;0,02;0,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09
29/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0,03
30/10/2021;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01
31/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MATRIZ DE FACTOR DE POTENCIA (ID:LA ESPERANZA);;;;;;;;;;;;;;;;;;;;;;;;;
1/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
2/10/2021;1;1;1;1;1;1;1;1;1;1;1;0,98;0,97;0,97;0,99;1;1;1;1;1;1;1;1;1;23,91
3/10/2021;1;1;1;1;1;1;1;1;1;0,99;0,98;0,98;0,97;0,97;0,98;1;1;1;1;1;1;1;1;1;23,87
4/10/2021;1;1;1;1;1;1;1;1;1;0,98;0,98;0,97;0,97;0,97;1;1;1;1;1;1;1;1;1;1;23,87
5/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,99;1;1;1;1;1;1;1;1;1;23,99
6/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
7/10/2021;1;1;1;1;1;1;1;1;1;1;1;0,99;1;0,99;0,97;1;1;1;1;1;1;1;1;1;23,95
8/10/2021;1;1;1;1;1;1;1;1;1;1;0,99;1;0,99;1;1;1;1;1;1;1;1;1;1;1;23,98
9/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;0,98;0,99;0,98;1;1;1;1;1;1;1;1;1;23,95
10/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
11/10/2021;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;22
12/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;0,99;0,99;0,99;1;1;1;1;1;1;1;1;1;23,97
13/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
14/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
15/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
16/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
17/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
18/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
19/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
20/10/2021;1;1;1;1;1;1;1;1;1;1;1;0,97;0,99;0,96;0,92;1;1;1;1;1;1;1;1;1;23,84
21/10/2021;1;1;1;1;1;1;1;1;1;1;0,98;0,99;0,97;0,99;1;1;1;1;1;1;1;1;1;1;23,93
22/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;0,96;0,97;0,97;1;1;1;1;1;1;1;1;1;23,9
23/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;0,99;1;1;1;1;1;1;1;1;1;1;23,99
24/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
25/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;0,97;0,98;0,98;1;1;1;1;1;1;1;1;1;23,93
26/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
27/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;0,98;0,99;1;1;1;1;1;1;1;1;1;23,97
28/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
29/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
30/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
31/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
MATRIZ DE ENERGIA PENALIZADA (ID:LA ESPERANZA);;;;;;;;;;;;;;;;;;;;;;;;;
1/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MATRIZ DE ENERGIA CAPACITIVA (ID:LA ESPERANZA);;;;;;;;;;;;;;;;;;;;;;;;;
MATRIZ DE ENERGIA ACTIVA (ID:EL EDEN);;;;;;;;;;;;;;;;;;;;;;;;;
1/10/2021;33,1;35,05;36,82;34,99;30,3;30,41;2,32;35,78;46,55;52,14;42,84;55,94;69,92;70,77;68,54;56,26;42,62;40,11;41,46;40,59;43,5;43,11;44,5;38,74;1036,36
2/10/2021;35,99;37,77;38,78;35,16;36,45;36,44;41,9;39,91;36,7;42,3;55,83;68,24;85,18;83,82;74,31;78,3;56,08;40,59;35,83;34,02;40,93;40,06;39,98;36,21;1150,78
3/10/2021;30,6;31,56;30,01;26,29;26,79;30,54;35,56;39,8;44,3;60,62;72,03;72,72;78,42;90,54;82,34;66,73;55,16;47,07;40,41;37,74;40,69;40,91;36,22;32,99;1150,04
4/10/2021;30,86;29,72;29,63;30,14;29,02;33,75;38,17;42,18;58,38;74,8;79,83;81,87;77,56;81,35;73,75;54,37;46,54;43,83;37,33;36,14;42,35;38,39;40,15;38,44;1168,55
5/10/2021;36,9;36,75;36,18;35,7;33,75;33,78;38,18;39,05;38,18;40,63;43,34;51,05;64,01;64,93;72,48;52,33;44,48;40,13;38,22;32,15;31,97;32,67;37,42;32,26;1006,54
6/10/2021;32,73;33,07;32,06;32,66;29,42;28,65;36,31;40,64;43,93;47,3;48,95;55,54;61,5;57,22;45,54;43,13;29,98;32,5;35,14;34,92;36,26;33,65;35,3;35,82;942,22
7/10/2021;35,43;34,75;34,1;33,22;30,46;30,65;39,44;41,58;42,66;38,45;51,42;63,54;77,1;80,57;77,83;60,83;50,47;41,89;37,98;39,63;43,5;41,58;42,15;42,35;1111,58
8/10/2021;38,92;35,18;35,18;37,91;32,74;32,18;41,78;46,21;45,34;50,34;59,73;61,99;57,93;71,81;66,66;57,1;48,06;46,14;33,59;30,44;31,01;25,81;31,81;32,83;1050,69
9/10/2021;31,02;31,16;31,61;31,25;31,41;32,5;42,99;39,17;35,86;38,71;41,95;59,39;66,86;81,58;80,78;53,11;48,16;49,58;42,54;42,84;41,11;43,44;39,69;36,18;1072,89
10/10/2021;37,1;32,1;33,05;33,34;32,78;36,6;46,48;44,86;43,23;46,03;59,54;71,84;71,66;74,94;77,37;51,34;45,09;47,78;43,98;44,42;41,97;41,1;29,23;0;1085,83
11/10/2021;0;0;0;0;0,02;0;0;0;0;2,06;27,35;33,43;40,9;50,65;37,64;36,56;37,99;37,24;33,9;33,94;38,67;38,98;40,66;37,16;527,15
12/10/2021;35,67;35,73;35,74;34,38;31,86;29,9;40,61;38,16;44,54;44,27;44,87;62,72;68,5;86,29;73,5;60,09;55,25;46,66;43,31;43,01;40,62;35,11;37,39;38,05;1106,23
13/10/2021;32,22;32,15;32,84;28,86;26,78;28,16;19,7;0;0;0;0;0;0;0;0;0;0;0;0;0;21,17;49,73;41,12;36,27;349
14/10/2021;31,4;30,74;30,55;29,65;29,43;32,7;45,83;46,85;61,61;71,9;71,21;76,37;16,77;68,23;84,14;74,46;57,34;55,62;46,31;40,6;44,62;42,7;41,79;42,04;1172,86
15/10/2021;40,03;38,07;33,78;29,55;27,84;28,7;40,75;40,93;48,06;57,38;65,7;75,65;78,39;81,52;65,88;54,7;48,62;45,34;40,24;37,82;40,17;40,6;40,14;38,66;1138,52
16/10/2021;38,42;37,88;39;33,8;29,96;33,06;42,47;40,13;40,29;48,58;54,51;49,61;48,27;61,09;50,75;51,23;43,54;44,43;36,34;34,82;42,11;41,4;42,44;38,44;1022,57
17/10/2021;31,17;31,71;30,1;28,58;27,82;32,18;39;42,1;38,84;36,61;40,62;45,44;43,55;44,65;43,99;32,03;32,49;31,98;29,01;33,83;35,33;34,21;35,18;29,6;850,02
18/10/2021;32,74;35,3;33,26;32,38;29,78;36,76;45,73;38,09;34,68;35,08;47,6;69,91;59,09;53,67;55,81;55,74;49,78;22,17;0;0;0;0;0;0;767,57
19/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;65,2;56,02;60,31;59,62;47,01;41,46;33,08;36,01;43,74;44,02;42,04;36,64;565,15
20/10/2021;33,9;37,92;37,07;35,28;36,5;31,78;37,62;40,18;42,1;59,81;68,22;67,98;61,84;64,62;50,58;45,82;39,38;38,86;33,28;35,02;36,23;39,01;46,22;43,11;1062,33
21/10/2021;37,19;34,94;33,57;28,76;31,93;32,3;45,6;46,75;43,84;53,66;56,4;67,33;68,85;75,61;63,26;60,54;51,82;45,46;35,15;31,65;43,38;36,31;38,21;32,59;1095,1
22/10/2021;29,09;25,99;26,44;27,26;26,48;26,62;35,65;39,7;46,13;50,06;60,93;60,66;59,06;78,06;73,11;63,34;46,84;42,84;40,57;31,42;34,38;34,02;34,14;31,46;1024,25
23/10/2021;36,63;31,27;32,95;30,88;29,86;26,88;37,54;39,06;37,13;41,26;56,47;57,92;69,44;84,72;78,56;63,81;48,39;50,63;44,06;44,98;41,3;32,86;33,8;30,02;1080,42
24/10/2021;26,85;27,48;26,33;24,85;26,36;28,77;41,56;39,46;41,02;52,75;71,05;73,54;72,09;75,11;70,85;57,93;52,77;51,61;51,77;52,37;42,44;40,59;38,93;33,16;1119,64
25/10/2021;35,08;31,08;32,33;32,34;27,99;27,7;36,61;36,88;42,48;62,74;66,46;79,5;83,28;87,02;76,02;60,84;56,68;48,55;44,57;45,69;50,1;47,11;48,2;44,26;1203,51
26/10/2021;44,46;38,75;39,67;37,52;36,39;33,78;44,25;56,26;56,3;59,07;77,54;80,48;86,94;84,53;74,82;68,69;41,42;40,63;32,42;35,29;42,87;43,14;41,2;35,91;1232,33
27/10/2021;33,23;37,16;36,33;34,57;35,77;31,15;36,86;39,38;41,26;58,61;66,85;66,62;60,6;63,32;49,56;44,9;38,6;38,09;32,61;34,32;35,51;38,23;45,3;42,25;1041,1
28/10/2021;36,45;34,24;32,9;28,18;31,29;31,65;44,69;45,82;42,96;52,59;55,27;65,98;67,47;74,1;61,99;59,33;50,79;44,55;34,45;31,02;42,51;35,59;37,44;31,94;1073,18
29/10/2021;28,51;25,47;25,91;26,72;25,95;26,09;34,94;38,91;45,21;49,06;59,71;59,45;57,87;76,49;71,65;62,08;45,9;41,98;39,76;30,79;33,7;33,34;33,45;30,83;1003,77
30/10/2021;35,9;30,65;32,29;30,26;29,26;26,34;36,79;38,27;36,39;40,43;55,34;56,76;68,05;83,03;76,99;62,53;47,42;49,62;43,17;44,08;40,47;32,2;33,12;29,42;1058,79
31/10/2021;26,31;26,93;25,8;24,35;25,83;28,19;40,73;38,67;40,2;51,7;69,63;72,07;70,65;73,61;69,43;56,77;51,71;50,58;50,73;51,32;41,59;39,78;38,15;32,5;1097,22
MATRIZ DE ENERGIA REACTIVA (ID:EL EDEN);;;;;;;;;;;;;;;;;;;;;;;;;
1/10/2021;0;0,02;0,14;0,11;0,66;0,48;0,05;0,02;0;0,13;0,04;4,27;4,46;2,5;0,11;0;0;0;0;0;0;0;0;0,02;13,01
2/10/2021;0;0;0,01;0,05;0,08;0,02;2,13;1,46;0,34;0,24;0,01;0,01;1,83;6,76;0,16;0,32;0,01;0;0;0;0;0,01;0,84;3,57;17,85
3/10/2021;1,87;1,93;1,69;0,57;0,76;0,58;4,23;2,94;0,1;1,73;4,34;3,74;5,72;6,76;0,18;0,01;0;0;0;0;0;0;0;0,02;37,17
4/10/2021;0,09;0,04;0,04;0,13;0,02;0;1,45;1,23;2,06;6,95;6,63;7,09;4,27;7,9;0,39;0,03;0;0;0;0;0;0;0;0;38,32
5/10/2021;0;0;0;0;0,12;0,03;0,01;0,01;0;0;0;0,06;1,98;7,84;0,06;0;0;0;0,01;0,01;0,01;0,02;0,04;2,06;12,26
6/10/2021;0,5;0,46;0,88;1,42;2,99;4,8;6,06;6,42;4,18;3,54;5,47;3,86;3,8;10,79;0,02;0,25;10,48;6,34;0,08;0,42;0,74;1,77;3,22;4,75;83,24
7/10/2021;5,14;5,01;4,9;4,67;6,29;8,67;8,97;10,18;10,11;2,7;2,6;3,13;6,54;10,52;5,15;1,22;0,02;0,26;0;0;1,34;2,32;5,78;8,47;113,99
8/10/2021;8,62;5,67;8,99;9;10,74;10,64;8,38;4,82;2,85;1,22;2,06;5,26;2,49;7,9;1,62;1,16;0,38;0,21;1,24;2,18;1,8;1,87;1,89;2,98;103,97
9/10/2021;3,42;5,54;6,73;7,63;7,81;6,18;4,74;3,29;4,94;1,52;0,98;0,66;0,03;1,83;0,8;0;0;0,12;0,01;0,01;0;0;1,42;3,13;60,79
10/10/2021;4,96;6,58;7,86;7,78;7,93;7,16;7,66;7,82;2,88;0,64;2,95;5,7;6,78;1,81;0,01;0;0;0;0;0;0;0;0,06;0;78,58
11/10/2021;0;0;0;0;0;0;0;0;0;0,18;1,44;1,3;1,4;15,51;3,13;2,67;0,68;0,34;0,01;0,04;0,44;0,46;0,57;1,07;29,24
12/10/2021;0,47;2,5;2,5;1,93;4,14;7,26;8,26;5,93;4,13;9,38;8,49;5,05;3,85;3,79;0,04;0;0;0;0;0;0,03;0,05;0,06;0,42;68,28
13/10/2021;3,68;5,26;6,05;9,86;12,1;9,11;4,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;2,86;2,9;1,11;57,79
14/10/2021;2,24;2,65;2,63;2,32;1,86;1,37;2,13;0,39;0;3,83;5,06;8;0,9;4,94;2,52;4,92;4,9;3,98;1,95;0,54;0,26;0,64;2,51;5,94;66,48
15/10/2021;3,98;2,77;8,5;8,06;7,57;9,59;9,44;8,16;2,51;0,86;4,22;4,84;3,74;8,32;3,03;0,23;0,31;0,06;0,04;0,01;0,76;1,26;3,3;4,1;95,66
16/10/2021;2,11;1,77;7,06;10,61;15,58;12,14;12,18;9,04;5,78;1,27;1,15;6,3;2,76;1,94;0,08;0,73;0,11;0;0;0,02;0,22;0,94;2,42;2,1;96,31
17/10/2021;4,18;9,86;9,26;9,26;8,76;7,58;6,42;0,96;0,19;0,06;0,02;4,38;0,3;0,22;0,13;0,59;2,21;0,29;0,07;1,18;1,76;2,02;2,28;5,56;77,54
18/10/2021;8,26;4,55;8,58;4,98;6,38;3,46;12,87;11,39;10,23;8,78;7,56;7,63;5,58;4,71;0,11;2,58;0,53;0,25;0;0;0;0;0;0;108,43
19/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;1,82;1,9;0,28;0,78;2,62;0,81;0,49;0,5;0,49;1,1;3,22;8,34;22,35
20/10/2021;9,69;7,7;6,17;6,9;5,98;4,5;4,74;2,68;0,5;0,17;2,02;3;0,06;0,58;0;0;0;0;0;0;0,01;0,01;0,12;0,11;54,94
21/10/2021;0,44;0,32;0,68;1,14;0,36;0,25;1,1;0,38;0,5;0,34;0,87;5,59;2,78;8,74;2,85;0,38;0;0;0;0,3;0,05;1,06;0,7;1,33;30,16
22/10/2021;1,85;3,33;4,18;1,98;5,78;5,07;5,02;5,92;3,14;0,54;1,86;1,53;3,3;10,72;6,87;0,98;1,34;0,24;0,26;0,23;0,23;0,24;1,08;0,75;66,44
23/10/2021;1,59;1,93;1,46;1,54;2,86;5,18;7,5;5,22;2,46;1,18;1,46;2,46;3,68;7,3;3,2;1,46;1,62;1,61;2,39;2,8;0,94;0,2;0,76;2,23;63,03
24/10/2021;3,7;3,62;6,31;9,2;8,35;8,72;12,77;8,42;4,02;1,09;6,6;8,45;4,55;6,02;1,87;3,83;0,42;1,46;0,39;1,32;0,26;0,28;2,9;3,31;107,86
25/10/2021;5,41;8,18;6,61;6,67;3,97;7,24;8,02;4,63;2,25;3,14;6,15;6,18;4,55;11,28;2,17;0,71;1,75;0,02;0,04;0,18;0,06;0,02;0,22;0,34;89,79
26/10/2021;0,45;1,26;1,89;1,16;1,67;3,13;3,06;4,32;2,3;0,79;2,8;6,02;6,68;7,82;6,62;3,5;3,44;0,79;0,48;0,49;0,48;1,08;3,15;8,17;71,53
27/10/2021;9,49;7,54;6,04;6,76;5,86;4,41;4,64;2,63;0,49;0,16;1,98;2,94;0,05;0,56;0;0;0;0;0;0;0,01;0,01;0,12;0,11;53,82
28/10/2021;0,43;0,31;0,67;1,11;0,35;0,24;1,07;0,38;0,49;0,34;0,85;5,48;2,72;8,56;2,79;0,37;0;0;0;0,3;0,05;1,04;0,69;1,3;29,56
29/10/2021;1,81;3,26;4,09;1,94;5,66;4,97;4,92;5,8;3,07;0,53;1,83;1,5;3,24;10,51;6,73;0,96;1,32;0,24;0,26;0,23;0,23;0,24;1,06;0,74;65,13
30/10/2021;1,56;1,89;1,43;1,51;2,8;5,07;7,35;5,11;2,41;1,16;1,43;2,41;3,61;7,15;3,14;1,43;1,59;1,58;2,34;2,74;0,93;0,2;0,74;2,19;61,76
31/10/2021;3,62;3,54;6,19;9,02;8,18;8,55;12,51;8,25;3,94;1,07;6,47;8,28;4,46;5,9;1,83;3,76;0,42;1,43;0,38;1,29;0,25;0,27;2,85;3,25;105,7
MATRIZ DE FACTOR DE POTENCIA (ID:EL EDEN);;;;;;;;;;;;;;;;;;;;;;;;;
1/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
2/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
3/10/2021;1;1;1;1;1;1;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;23,99
4/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24
5/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;0,99;1;1;1;1;1;1;1;1;1;1;23,99
6/10/2021;1;1;1;1;0,99;0,99;0,99;0,99;1;1;0,99;1;1;0,98;1;1;0,94;0,98;1;1;1;1;1;0,99;23,84
7/10/2021;0,99;0,99;0,99;0,99;0,98;0,96;0,98;0,97;0,97;1;1;1;1;0,99;1;1;1;1;1;1;1;1;0,99;0,98;23,78
8/10/2021;0,98;0,99;0,97;0,97;0,95;0,95;0,98;0,99;1;1;1;1;1;0,99;1;1;1;1;1;1;1;1;1;1;23,77
9/10/2021;0,99;0,98;0,98;0,97;0,97;0,98;0,99;1;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;23,85
10/10/2021;0,99;0,98;0,97;0,97;0,97;0,98;0,99;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;22,84
11/10/2021;0;0;0;0;1;0;0;0;0;1;1;1;1;0,96;1;1;1;1;1;1;1;1;1;1;15,96
12/10/2021;1;1;1;1;0,99;0,97;0,98;0,99;1;0,98;0,98;1;1;1;1;1;1;1;1;1;1;1;1;1;23,89
13/10/2021;0,99;0,99;0,98;0,95;0,91;0,95;0,98;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;10,75
14/10/2021;1;1;1;1;1;1;1;1;1;1;1;0,99;1;1;1;1;1;1;1;1;1;1;1;0,99;23,98
15/10/2021;1;1;0,97;0,96;0,96;0,95;0,97;0,98;1;1;1;1;1;0,99;1;1;1;1;1;1;1;1;1;0,99;23,77
16/10/2021;1;1;0,98;0,95;0,89;0,94;0,96;0,98;0,99;1;1;0,99;1;1;1;1;1;1;1;1;1;1;1;1;23,68
17/10/2021;0,99;0,95;0,96;0,95;0,95;0,97;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,98;23,74
18/10/2021;0,97;0,99;0,97;0,99;0,98;1;0,96;0,96;0,96;0,97;0,99;0,99;1;1;1;1;1;1;0;0;0;0;0;0;17,73
19/10/2021;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0,98;11,98
20/10/2021;0,96;0,98;0,99;0,98;0,99;0,99;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;23,88
21/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;0,99;1;1;1;1;1;1;1;1;1;1;23,99
22/10/2021;1;0,99;0,99;1;0,98;0,98;0,99;0,99;1;1;1;1;1;0,99;1;1;1;1;1;1;1;1;1;1;23,91
23/10/2021;1;1;1;1;1;0,98;0,98;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;23,95
24/10/2021;0,99;0,99;0,97;0,94;0,95;0,96;0,96;0,98;1;1;1;0,99;1;1;1;1;1;1;1;1;1;1;1;1;23,73
25/10/2021;0,99;0,97;0,98;0,98;0,99;0,97;0,98;0,99;1;1;1;1;1;0,99;1;1;1;1;1;1;1;1;1;1;23,84
26/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,98;23,98
27/10/2021;0,96;0,98;0,99;0,98;0,99;0,99;0,99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;23,88
28/10/2021;1;1;1;1;1;1;1;1;1;1;1;1;1;0,99;1;1;1;1;1;1;1;1;1;1;23,99
